"","running_number","season","autumn_winter","location","sex","num_prey","fork_length_residuals","condition_scaled","gene1","gene2","sea_age","place_of_origin"
"829",829,"92/93","winter","location47","female",10,-5.55897435897437,-0.609403435349257,-0.614477648907116,1.13590421992672,"MSW","Southern_Norway"
"830",830,"92/93","winter","location47","male",3,0.441025641025632,-1.0687687757873,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"831",831,"92/93","winter","location47","female",0,-4.55897435897437,-0.46095738821191,-0.614477648907116,-1.41051842694197,"MSW","England_Ireland"
"832",832,"92/93","winter","location47","male",12,25.4410256410256,0.796533864013306,0.77969973577338,1.13590421992672,"MSW","Northern_reporting_groups"
"833",833,"92/93","winter","location47","male",0,23.4410256410256,0.494960117334753,0.77969973577338,-0.137307103507625,"MSW","Southern_Norway"
"834",834,"92/93","winter","location47","male",3,11.4410256410256,-0.73346893703676,0.77969973577338,1.13590421992672,"MSW","Northern_reporting_groups"
"835",835,"92/93","winter","location47","female",0,12.4410256410256,1.25599101288452,0.77969973577338,-0.137307103507625,"MSW","Northern_reporting_groups"
"836",836,"92/93","winter","location47","male",28,-10.5589743589744,0.853773831804116,-0.614477648907116,1.13590421992672,"MSW","Southern_Norway"
"837",837,"92/93","winter","location47","male",0,1.44102564102563,-3.06112213659388,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"838",838,"92/93","winter","location47","male",0,6.44102564102563,0.180608982844089,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"839",839,"92/93","winter","location47","female",0,-3.55897435897437,-0.544553117192131,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"840",840,"92/93","winter","location47","male",6,-2.55897435897437,-0.629346008549599,0.77969973577338,1.13590421992672,"MSW","England_Ireland"
"841",841,"92/93","winter","location47","female",0,22.4410256410256,-0.102756650359908,0.77969973577338,-0.137307103507625,"MSW","Southern_Norway"
"843",843,"92/93","winter","location47","male",1,-1.55897435897437,-1.10614335211096,-0.614477648907116,-1.41051842694197,"MSW","Northern_reporting_groups"
"844",844,"92/93","winter","location47","male",0,-9.55897435897437,-0.348872198166407,0.77969973577338,-1.41051842694197,"MSW","Southern_Norway"
"845",845,"92/93","winter","location47","male",2,-13.5589743589744,-1.81614536243438,-0.614477648907116,-0.137307103507625,"MSW","Southern_Norway"
"846",846,"92/93","winter","location47","female",0,-6.55897435897437,-0.0582442394441146,0.77969973577338,-1.41051842694197,"MSW","Southern_Norway"
"847",847,"92/93","winter","location47","female",1,-6.55897435897437,-1.5013860397368,-0.614477648907116,-1.41051842694197,"MSW","Northern_reporting_groups"
"848",848,"92/93","winter","location47","male",9,-3.55897435897437,-0.756625099265063,0.77969973577338,-1.41051842694197,"MSW","Southern_Norway"
"849",849,"92/93","winter","location47","female",5,-10.5589743589744,-1.18363609520518,-2.00865503358761,1.13590421992672,"MSW","Northern_reporting_groups"
"850",850,"92/93","winter","location47","female",3,-9.55897435897437,1.2969340928348,-0.614477648907116,1.13590421992672,"MSW","Northern_reporting_groups"
"851",851,"92/93","winter","location47","female",8,-3.55897435897437,-0.120409153046251,0.77969973577338,-1.41051842694197,"MSW","Southern_Norway"
"852",852,"92/93","winter","location47","female",0,-1.55897435897437,-0.128370240999073,0.77969973577338,-1.41051842694197,"MSW","Southern_Norway"
"853",853,"92/93","winter","location47","male",1,-1.55897435897437,0.653848247890416,-0.614477648907116,-1.41051842694197,"MSW","Southern_Norway"
"854",854,"92/93","winter","location47","female",20,-3.55897435897437,-0.332481135119198,0.77969973577338,-1.41051842694197,"MSW","Southern_Norway"
"856",856,"92/93","winter","location47","male",0,-6.55897435897437,-1.74190967311891,0.77969973577338,-0.137307103507625,"MSW","England_Ireland"
"857",857,"92/93","winter","location47","male",0,-7.55897435897437,0.783537591747805,-0.614477648907116,-0.137307103507625,"MSW","Southern_Norway"
"858",858,"92/93","winter","location47","male",14,20.4410256410256,0.651584743843394,-0.614477648907116,1.13590421992672,"MSW","Northern_reporting_groups"
"859",859,"92/93","winter","location34","female",1,14.4410256410256,0.127430809357021,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"860",860,"92/93","winter","location34","male",7,-15.5589743589744,-0.485704289039791,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"861",861,"92/93","winter","location34","female",1,-5.55897435897437,-0.609403435349257,-0.614477648907116,-0.137307103507625,"MSW","Southern_Norway"
"862",862,"92/93","winter","location34","female",6,-7.55897435897437,0.0301371712107994,0.77969973577338,-1.41051842694197,"MSW","Southern_Norway"
"863",863,"92/93","winter","location34","female",0,-4.55897435897437,0.423169050510534,-0.614477648907116,-1.41051842694197,"MSW","England_Ireland"
"864",864,"92/93","winter","location34","female",5,7.44102564102563,0.735706457784811,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"865",865,"92/93","winter","location34","female",0,12.4410256410256,0.202758237754512,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"866",866,"92/93","winter","location34","female",9,8.44102564102563,0.30520934374926,-0.614477648907116,-1.41051842694197,"MSW","Southern_Norway"
"867",867,"92/93","winter","location34","female",6,-5.55897435897437,-1.07040969807975,-0.614477648907116,-0.137307103507625,"MSW","Southern_Norway"
"868",868,"92/93","winter","location34","female",47,2.44102564102563,0.946095196731718,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"869",869,"92/93","winter","location34","female",0,5.44102564102563,0.624118247866592,0.77969973577338,-0.137307103507625,"MSW","England_Ireland"
"870",870,"92/93","winter","location34","male",1,-1.55897435897437,-0.910588729888583,0.77969973577338,-0.137307103507625,"MSW","Southern_Norway"
"871",871,"92/93","winter","location34","female",16,-2.55897435897437,0.1850145056358,0.77969973577338,-1.41051842694197,"MSW","Northern_reporting_groups"
"872",872,"92/93","winter","location34","female",15,0.441025641025632,-1.43018670724051,-0.614477648907116,-0.137307103507625,"MSW","Southern_Norway"
"873",873,"92/93","winter","location34","female",4,-4.55897435897437,-0.681988997892511,-2.00865503358761,-0.137307103507625,"MSW","Southern_Norway"
"874",874,"92/93","winter","location34","female",2,9.44102564102563,-0.102408961088076,-0.614477648907116,1.13590421992672,"MSW","Southern_Norway"
"876",876,"92/93","winter","location34","female",0,2.44102564102563,0.10945137900063,-2.00865503358761,-1.41051842694197,"MSW","England_Ireland"
"877",877,"92/93","winter","location34","female",2,14.4410256410256,1.00325651124915,-0.614477648907116,1.13590421992672,"MSW","Southern_Norway"
"878",878,"92/93","winter","location34","male",1,5.44102564102563,0.0256097653281401,-0.614477648907116,1.13590421992672,"MSW","Southern_Norway"
"879",879,"92/93","winter","location34","female",23,-1.55897435897437,-1.88836184100047,-0.614477648907116,-0.137307103507625,"MSW","Southern_Norway"
"880",880,"92/93","winter","location34","male",13,-5.55897435897437,-0.378900303984012,-0.614477648907116,1.13590421992672,"MSW","Southern_Norway"
"881",881,"92/93","winter","location34","female",0,-6.55897435897437,0.422803027320111,-0.614477648907116,1.13590421992672,"MSW","England_Ireland"
"882",882,"92/93","winter","location34","male",4,7.95757575757576,-1.07281438967067,0.77969973577338,1.13590421992672,"1SW","Northern_reporting_groups"
"883",883,"92/93","winter","location34","female",1,-15.5589743589744,-0.485704289039791,-2.00865503358761,-1.41051842694197,"MSW","England_Ireland"
"884",884,"92/93","winter","location34","female",7,-9.55897435897437,-0.348872198166407,0.77969973577338,-1.41051842694197,"MSW","Northern_reporting_groups"
"885",885,"92/93","winter","location34","female",7,10.4410256410256,0.764282206308943,0.77969973577338,1.13590421992672,"MSW","Northern_reporting_groups"
"886",886,"92/93","winter","location34","female",0,0.441025641025632,-0.707350844334086,0.77969973577338,-0.137307103507625,"MSW","Southern_Norway"
"887",887,"92/93","winter","location34","female",6,-4.55897435897437,-0.23992577853128,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"888",888,"92/93","winter","location34","male",13,-4.55897435897437,-1.12405221725372,0.77969973577338,-1.41051842694197,"MSW","Northern_reporting_groups"
"889",889,"92/93","winter","location34","female",1,25.4410256410256,1.41846363649949,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"890",890,"92/93","winter","location34","female",4,10.4410256410256,0.638998636985724,0.77969973577338,-0.137307103507625,"MSW","Southern_Norway"
"891",891,"92/93","winter","location34","female",8,16.4410256410256,-0.370255114762029,-0.614477648907116,-0.137307103507625,"MSW","Northern_reporting_groups"
"892",892,"92/93","winter","location34","male",13,-0.558974358974368,0.871284134035287,-0.614477648907116,1.13590421992672,"MSW","England_Ireland"
"893",893,"92/93","winter","location34","female",5,9.44102564102563,-0.232113902555601,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"894",894,"92/93","winter","location34","female",2,-6.55897435897437,0.422803027320111,0.77969973577338,-1.41051842694197,"MSW","Southern_Norway"
"895",895,"92/93","winter","location34","female",8,-7.55897435897437,-0.472129775813915,-0.614477648907116,-0.137307103507625,"MSW","England_Ireland"
"896",896,"92/93","winter","location34","female",0,-4.55897435897437,-0.681988997892511,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"897",897,"92/93","winter","location50","male",2,12.4410256410256,1.60706860459445,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"898",898,"92/93","winter","location50","female",0,-2.55897435897437,-0.222165751456888,0.77969973577338,-0.137307103507625,"MSW","Northern_reporting_groups"
"899",899,"92/93","winter","location50","female",0,12.4410256410256,0.319784101657896,0.77969973577338,-0.137307103507625,"MSW","Southern_Norway"
"900",900,"92/93","winter","location50","female",2,-11.5589743589744,-0.875652367019994,-2.00865503358761,-1.41051842694197,"MSW","England_Ireland"
"901",901,"92/93","winter","location50","female",0,-7.55897435897437,0.0301371712107994,0.77969973577338,-0.137307103507625,"MSW","England_Ireland"
"902",902,"92/93","winter","location50","female",1,12.4410256410256,-0.2653452178588,-0.614477648907116,1.13590421992672,"MSW","Southern_Norway"
"903",903,"92/93","winter","location50","female",0,-2.55897435897437,-0.425755880003246,0.77969973577338,-0.137307103507625,"MSW","Southern_Norway"
"904",904,"92/93","winter","location50","female",0,-5.55897435897437,-1.30091282944499,-0.614477648907116,1.13590421992672,"MSW","Southern_Norway"
"905",905,"92/93","winter","location50","female",4,0.441025641025632,-0.888059810060686,0.77969973577338,-0.137307103507625,"MSW","Northern_reporting_groups"
"906",906,"92/93","winter","location50","female",0,-12.5589743589744,-2.09020210488104,-0.614477648907116,-0.137307103507625,"MSW","Southern_Norway"
"907",907,"92/93","winter","location50","female",7,10.4410256410256,0.137864359692699,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"908",908,"92/93","winter","location50","male",2,-0.558974358974368,-1.36516003233321,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"909",909,"92/93","winter","location50","female",3,-4.55897435897437,0.644200660191091,-2.00865503358761,-1.41051842694197,"MSW","England_Ireland"
"910",910,"92/93","winter","location50","female",0,0.441025641025632,-1.43018670724051,0.77969973577338,-0.137307103507625,"MSW","Southern_Norway"
"911",911,"92/93","winter","location50","female",1,12.4410256410256,1.02193928507783,0.77969973577338,-0.137307103507625,"MSW","Southern_Norway"
"912",912,"92/93","winter","location50","female",0,0.441025641025632,-0.707350844334086,0.77969973577338,-0.137307103507625,"MSW","England_Ireland"
"913",913,"92/93","winter","location50","male",0,1.44102564102563,-1.67034335997819,0.77969973577338,1.13590421992672,"MSW","Northern_reporting_groups"
"914",914,"92/93","winter","location50","male",3,1.44102564102563,-0.453411930439473,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"915",915,"92/93","winter","location50","male",1,5.44102564102563,-0.273644475941124,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"916",916,"92/93","winter","location50","male",2,-7.55897435897437,-0.974396722838599,-2.00865503358761,1.13590421992672,"MSW","Northern_reporting_groups"
"917",917,"92/93","winter","location50","female",0,4.44102564102563,0.146591499960888,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"918",918,"92/93","winter","location50","female",0,13.4410256410256,-0.512236721657807,-0.614477648907116,1.13590421992672,"MSW","Southern_Norway"
"920",920,"92/93","winter","location50","male",15,-6.55897435897437,-1.74190967311891,-0.614477648907116,1.13590421992672,"MSW","Southern_Norway"
"921",921,"92/93","winter","location50","female",0,7.44102564102563,1.29247412765081,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"923",923,"92/93","winter","location50","female",4,11.4410256410256,0.961383511047601,0.77969973577338,-0.137307103507625,"MSW","Southern_Norway"
"924",924,"92/93","winter","location50","female",4,-5.55897435897437,-0.609403435349257,0.77969973577338,-0.137307103507625,"MSW","Southern_Norway"
"925",925,"92/93","winter","location50","male",3,-6.55897435897437,0.182279393937998,-0.614477648907116,-0.137307103507625,"MSW","England_Ireland"
"926",926,"92/93","winter","location50","female",0,-4.55897435897437,-0.681988997892511,0.77969973577338,-1.41051842694197,"MSW","England_Ireland"
"927",927,"92/93","winter","location50","female",3,-7.55897435897437,-0.974396722838599,-0.614477648907116,-0.137307103507625,"MSW","Southern_Norway"
"928",928,"92/93","winter","location50","male",1,0.441025641025632,0.196193984298993,0.77969973577338,-0.137307103507625,"MSW","Southern_Norway"
"929",929,"92/93","winter","location50","female",2,7.44102564102563,0.59651454031835,0.77969973577338,-0.137307103507625,"MSW","Southern_Norway"
"930",930,"92/93","winter","location50","female",0,-0.558974358974368,0.326268328785813,-0.614477648907116,-0.137307103507625,"MSW","Southern_Norway"
"931",931,"92/93","winter","location50","female",11,-9.55897435897437,-1.7203774406674,-0.614477648907116,-0.137307103507625,"MSW","Northern_reporting_groups"
"932",932,"92/93","winter","location50","male",0,1.44102564102563,-1.14880131874731,0.77969973577338,1.13590421992672,"MSW","Northern_reporting_groups"
"933",933,"92/93","winter","location50","female",1,9.44102564102563,-0.621228726958142,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"934",934,"92/93","winter","location50","female",0,-11.5589743589744,-1.74683619269206,0.77969973577338,-0.137307103507625,"MSW","Southern_Norway"
"938",938,"93/94","autumn","location11","male",3,-4.55897435897437,1.28519232826489,0.77969973577338,-0.137307103507625,"MSW","England_Ireland"
"940",940,"93/94","autumn","location11","male",331,-2.55897435897437,0.79578489127487,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"941",941,"93/94","autumn","location11","male",15,10.4410256410256,1.26541648360189,0.77969973577338,-0.137307103507625,"MSW","Southern_Norway"
"942",942,"93/94","autumn","location11","male",4,-4.55897435897437,0.86523226987172,0.77969973577338,-0.137307103507625,"MSW","Southern_Norway"
"943",943,"93/94","autumn","location11","male",1,-9.55897435897437,-0.0745711496662056,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"945",945,"93/94","autumn","location11","male",4,-9.55897435897437,-0.623173246666608,-2.00865503358761,-0.137307103507625,"MSW","England_Ireland"
"947",947,"93/94","autumn","location11","female",191,-9.55897435897437,0.474030947334227,-2.00865503358761,-0.137307103507625,"MSW","Southern_Norway"
"948",948,"93/94","autumn","location11","female",425,-9.55897435897437,-0.0745711496662056,0.77969973577338,-1.41051842694197,"MSW","England_Ireland"
"949",949,"93/94","autumn","location11","male",0,-13.5589743589744,-0.826336171561475,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"950",950,"93/94","autumn","location11","male",2,-19.5589743589744,2.93649728113001,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"952",952,"93/94","autumn","location11","female",16,-9.55897435897437,-0.623173246666608,-0.614477648907116,-0.137307103507625,"MSW","Southern_Norway"
"953",953,"93/94","autumn","location12","female",221,-11.5589743589744,0.0556131018018303,0.77969973577338,-0.137307103507625,"MSW","Southern_Norway"
"954",954,"93/94","autumn","location12","female",138,-10.5589743589744,0.853773831804116,-2.00865503358761,-1.41051842694197,"MSW","England_Ireland"
"955",955,"93/94","autumn","location12","female",206,-5.55897435897437,0.54311222147694,-0.614477648907116,-1.41051842694197,"MSW","England_Ireland"
"956",956,"93/94","autumn","location12","female",0,-5.55897435897437,1.23462161557271,0.77969973577338,-0.137307103507625,"MSW","England_Ireland"
"957",957,"93/94","autumn","location12","female",241,-5.55897435897437,0.77361535284217,-0.614477648907116,-0.137307103507625,"MSW","England_Ireland"
"958",958,"93/94","autumn","location12","female",10,-8.55897435897437,-0.146078447411074,0.77969973577338,-0.137307103507625,"MSW","Southern_Norway"
"959",959,"93/94","autumn","location12","male",0,-5.55897435897437,0.312609090111709,0.77969973577338,1.13590421992672,"MSW","England_Ireland"
"960",960,"93/94","autumn","location12","female",2,-16.5589743589744,-0.498090698638251,-0.614477648907116,-0.137307103507625,"MSW","Northern_reporting_groups"
"962",962,"93/94","autumn","location12","female",369,-5.04242424242424,0.961383511047601,-0.614477648907116,-1.41051842694197,"1SW","England_Ireland"
"963",963,"93/94","autumn","location12","male",17,-8.55897435897437,-0.670831692946288,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"964",964,"93/94","autumn","location12","female",355,-15.5589743589744,0.241225332823407,-0.614477648907116,1.13590421992672,"MSW","Southern_Norway"
"965",965,"93/94","autumn","location12","female",0,-10.5589743589744,-0.0071036021434687,0.77969973577338,-0.137307103507625,"MSW","England_Ireland"
"966",966,"93/94","autumn","location12","female",138,-5.55897435897437,-0.148397172618752,-0.614477648907116,-0.137307103507625,"MSW","England_Ireland"
"969",969,"93/94","autumn","location8","female",0,-8.55897435897437,1.69055791196221,-2.00865503358761,-0.137307103507625,"MSW","England_Ireland"
"971",971,"93/94","autumn","location8","female",352,-8.55897435897437,-0.670831692946288,-0.614477648907116,-0.137307103507625,"MSW","England_Ireland"
"972",972,"93/94","autumn","location8","female",0,-7.55897435897437,1.78807148579714,-0.614477648907116,-0.137307103507625,"MSW","England_Ireland"
"973",973,"93/94","autumn","location8","male",207,-13.5589743589744,0.163473019311398,-2.00865503358761,1.13590421992672,"MSW","England_Ireland"
"974",974,"93/94","autumn","location8","female",297,-11.5589743589744,0.956837749048824,0.77969973577338,-1.41051842694197,"MSW","England_Ireland"
"976",976,"93/94","autumn","location8","male",0,-16.5589743589744,-0.11614807711017,-0.614477648907116,-1.41051842694197,"MSW","England_Ireland"
"977",977,"93/94","autumn","location8","female",0,-11.5589743589744,-1.44642797694307,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"979",979,"93/94","autumn","location8","female",174,-5.55897435897437,0.54311222147694,0.77969973577338,-1.41051842694197,"MSW","England_Ireland"
"981",981,"93/94","autumn","location8","male",0,-12.5589743589744,-1.14606903774925,0.77969973577338,-1.41051842694197,"MSW","England_Ireland"
"982",982,"93/94","autumn","location8","female",721,-9.55897435897437,0.199729898834011,-0.614477648907116,1.13590421992672,"MSW","England_Ireland"
"984",984,"93/94","autumn","location8","male",0,-16.5589743589744,0.265794544417934,-2.00865503358761,-1.41051842694197,"MSW","England_Ireland"
"986",986,"93/94","autumn","location8","female",0,-9.55897435897437,-1.171775343667,0.77969973577338,-0.137307103507625,"MSW","Southern_Norway"
"987",987,"93/94","autumn","location8","female",333,-8.55897435897437,0.641051420891741,0.77969973577338,-1.41051842694197,"MSW","England_Ireland"
"988",988,"93/94","autumn","location8","male",164,-16.5589743589744,-0.498090698638251,-2.00865503358761,1.13590421992672,"MSW","England_Ireland"
"989",989,"93/94","autumn","location8","female",0,-8.55897435897437,0.11629817535658,0.77969973577338,1.13590421992672,"MSW","England_Ireland"
"991",991,"93/94","autumn","location8","female",318,-4.55897435897437,0.202137440829905,-0.614477648907116,-1.41051842694197,"MSW","Southern_Norway"
"992",992,"93/94","autumn","location8","male",127,-1.55897435897437,1.04495749233523,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"994",994,"93/94","autumn","location7","female",120,9.44102564102563,0.0272959803794504,0.77969973577338,-0.137307103507625,"MSW","Southern_Norway"
"996",996,"93/94","autumn","location7","female",530,-7.55897435897437,0.281270644723135,0.77969973577338,-1.41051842694197,"MSW","England_Ireland"
"997",997,"93/94","autumn","location7","female",2,-13.5589743589744,0.493409416269047,0.77969973577338,1.13590421992672,"MSW","Northern_reporting_groups"
"998",998,"93/94","autumn","location7","female",317,6.44102564102563,0.902028027436477,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"999",999,"93/94","autumn","location7","female",0,-9.55897435897437,1.84553618983523,-0.614477648907116,-0.137307103507625,"MSW","England_Ireland"
"1000",1000,"93/94","autumn","location7","female",0,-11.5589743589744,0.0556131018018303,-0.614477648907116,-0.137307103507625,"MSW","England_Ireland"
"1001",1001,"93/94","autumn","location7","female",647,-8.55897435897437,-0.408455070178677,-0.614477648907116,-0.137307103507625,"MSW","England_Ireland"
"1002",1002,"93/94","autumn","location7","male",0,-10.5589743589744,-0.867981036091068,-0.614477648907116,-0.137307103507625,"MSW","Southern_Norway"
"1003",1003,"93/94","autumn","location7","female",0,-8.55897435897437,0.378674798124161,-0.614477648907116,-1.41051842694197,"MSW","England_Ireland"
"1004",1004,"93/94","autumn","location7","female",731,-10.5589743589744,0.279855542505702,0.77969973577338,-0.137307103507625,"MSW","England_Ireland"
"1005",1005,"93/94","autumn","location7","female",649,-5.55897435897437,-0.378900303984012,0.77969973577338,1.13590421992672,"MSW","Northern_reporting_groups"
"1006",1006,"93/94","autumn","location7","female",0,-14.5589743589744,0.552838059351663,0.77969973577338,-0.137307103507625,"MSW","England_Ireland"
"1007",1007,"93/94","autumn","location7","male",0,1.95757575757576,0.952016307134871,-0.614477648907116,-1.41051842694197,"1SW","England_Ireland"
"1008",1008,"93/94","autumn","location7","male",24,-10.5589743589744,-0.867981036091068,0.77969973577338,-0.137307103507625,"MSW","Southern_Norway"
"1009",1009,"93/94","autumn","location7","female",0,-8.55897435897437,1.95293453472979,-2.00865503358761,-0.137307103507625,"MSW","England_Ireland"
"1010",1010,"93/94","autumn","location7","female",186,0.957575757575756,0.164961692334523,-0.614477648907116,1.13590421992672,"1SW","Southern_Norway"
"1011",1011,"93/94","autumn","location7","female",2,-11.5589743589744,0.656429533299876,0.77969973577338,-1.41051842694197,"MSW","Southern_Norway"
"1012",1012,"93/94","autumn","location7","female",324,-14.5589743589744,-0.139481821233613,-0.614477648907116,-0.137307103507625,"MSW","Southern_Norway"
"1013",1013,"93/94","autumn","location7","female",594,-9.55897435897437,1.2969340928348,-0.614477648907116,1.13590421992672,"MSW","England_Ireland"
"1014",1014,"93/94","autumn","location7","male",1,-13.5589743589744,0.823345813226695,-2.00865503358761,-0.137307103507625,"MSW","Southern_Norway"
"1016",1016,"93/94","autumn","location7","female",14,-12.5589743589744,-0.201935970617429,0.77969973577338,-1.41051842694197,"MSW","England_Ireland"
"1017",1017,"93/94","autumn","location7","female",206,-12.5589743589744,-0.201935970617429,0.77969973577338,-0.137307103507625,"MSW","Southern_Norway"
"1018",1018,"93/94","autumn","location7","female",0,-10.5589743589744,-0.294062746792638,0.77969973577338,-0.137307103507625,"MSW","Southern_Norway"
"1019",1019,"93/94","autumn","location7","female",37,-9.55897435897437,1.2969340928348,0.77969973577338,-0.137307103507625,"MSW","England_Ireland"
"1020",1020,"93/94","autumn","location7","female",64,-3.55897435897437,1.36409472146425,0.77969973577338,-0.137307103507625,"MSW","England_Ireland"
"1021",1021,"93/94","autumn","location7","female",76,-9.55897435897437,0.474030947334227,0.77969973577338,-0.137307103507625,"MSW","Southern_Norway"
"1022",1022,"93/94","autumn","location7","female",200,-15.5589743589744,-0.849169099971394,0.77969973577338,-0.137307103507625,"MSW","England_Ireland"
"1023",1023,"93/94","autumn","location7","female",3,8.44102564102563,1.64857765231941,-0.614477648907116,-0.137307103507625,"MSW","Southern_Norway"
"1025",1025,"93/94","autumn","location48","female",0,8.44102564102563,1.64857765231941,-2.00865503358761,-0.137307103507625,"MSW","Southern_Norway"
"1026",1026,"93/94","autumn","location48","female",1,-12.5589743589744,-0.201935970617429,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"1027",1027,"93/94","autumn","location48","female",1,-10.5589743589744,2.28856955505012,-2.00865503358761,-1.41051842694197,"MSW","England_Ireland"
"1028",1028,"93/94","autumn","location48","male",0,-4.55897435897437,1.08626387955228,0.77969973577338,-1.41051842694197,"MSW","England_Ireland"
"1029",1029,"93/94","autumn","location48","female",1,-12.5589743589744,0.427486074137083,-2.00865503358761,-1.41051842694197,"MSW","Southern_Norway"
"1032",1032,"93/94","autumn","location48","male",1,-7.55897435897437,-0.220996302301608,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"1033",1033,"93/94","autumn","location48","male",2,17.4410256410256,2.17772228136163,-0.614477648907116,-0.137307103507625,"MSW","Southern_Norway"
"1034",1034,"93/94","autumn","location48","female",2,10.4410256410256,2.39296860751116,0.77969973577338,-0.137307103507625,"MSW","Southern_Norway"
"1035",1035,"93/94","autumn","location48","male",0,-8.55897435897437,0.11629817535658,0.77969973577338,1.13590421992672,"MSW","Northern_reporting_groups"
"1036",1036,"93/94","autumn","location48","female",5,-11.5589743589744,1.25724596479785,-2.00865503358761,-1.41051842694197,"MSW","England_Ireland"
"1037",1037,"93/94","autumn","location48","male",0,-18.5589743589744,-0.1440236712846,-2.00865503358761,-1.41051842694197,"MSW","Northern_reporting_groups"
"1038",1038,"93/94","autumn","location48","female",0,-12.5589743589744,0.112775051759826,0.77969973577338,-1.41051842694197,"MSW","England_Ireland"
"1039",1039,"93/94","autumn","location48","female",0,-12.5589743589744,0.112775051759826,0.77969973577338,-0.137307103507625,"MSW","England_Ireland"
"1041",1041,"93/94","autumn","location48","female",0,12.4410256410256,0.729374625319554,-0.614477648907116,1.13590421992672,"MSW","Southern_Norway"
"1043",1043,"93/94","autumn","location48","female",6,2.44102564102563,2.1173965415553,0.77969973577338,1.13590421992672,"MSW","England_Ireland"
"1044",1044,"93/94","autumn","location48","male",2,-8.55897435897437,-0.933208315713906,0.77969973577338,-1.41051842694197,"MSW","England_Ireland"
"1045",1045,"93/94","autumn","location48","male",0,-9.04242424242424,1.26839392592914,-2.00865503358761,1.13590421992672,"1SW","England_Ireland"
"1046",1046,"93/94","autumn","location48","female",0,-8.55897435897437,0.11629817535658,0.77969973577338,-1.41051842694197,"MSW","England_Ireland"
"1048",1048,"93/94","autumn","location48","female",1,-6.04242424242424,-1.52916331723079,-2.00865503358761,-0.137307103507625,"1SW","England_Ireland"
"1049",1049,"93/94","autumn","location48","female",0,-9.55897435897437,0.199729898834011,0.77969973577338,1.13590421992672,"MSW","England_Ireland"
"1050",1050,"93/94","autumn","location48","male",0,-6.04242424242424,-0.491523785490623,-0.614477648907116,-0.137307103507625,"1SW","England_Ireland"
"1051",1051,"93/94","autumn","location48","male",1,-11.5589743589744,-1.44642797694307,0.77969973577338,-0.137307103507625,"MSW","Southern_Norway"
"1052",1052,"93/94","autumn","location48","male",0,8.44102564102563,2.05158814489047,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"1053",1053,"93/94","autumn","location48","female",0,-9.55897435897437,0.748331995834367,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"1054",1054,"93/94","autumn","location48","male",0,-5.04242424242424,-0.0071036021434687,0.77969973577338,-1.41051842694197,"1SW","England_Ireland"
"1055",1055,"93/94","autumn","location14","female",0,-6.55897435897437,1.14437392746645,0.77969973577338,-0.137307103507625,"MSW","England_Ireland"
"1057",1057,"93/94","autumn","location14","female",912,-11.5589743589744,-1.14601976119408,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"1058",1058,"93/94","autumn","location14","female",0,-10.5589743589744,0.566814687154947,0.77969973577338,-1.41051842694197,"MSW","England_Ireland"
"1060",1060,"93/94","autumn","location14","male",1,-4.55897435897437,-0.23992577853128,0.77969973577338,-0.137307103507625,"MSW","England_Ireland"
"1061",1061,"93/94","autumn","location14","female",0,-3.55897435897437,0.515806793172501,-0.614477648907116,-1.41051842694197,"MSW","England_Ireland"
