"","running_number","season","autumn_winter","location","sex","num_prey","fork_length_residuals","condition_scaled","gene1","gene2","sea_age","place_of_origin"
"1434",1434,"93/94","winter","location53","female",3,17.4410256410256,0.290504951445297,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"1435",1435,"93/94","winter","location53","female",2,14.4410256410256,0.455865447566521,0.77969973577338,-0.137307103507625,"MSW","Northern_reporting_groups"
"1436",1436,"93/94","winter","location53","female",0,3.44102564102563,-0.101228443456745,0.77969973577338,-1.41051842694197,"MSW","Southern_Norway"
"1437",1437,"93/94","winter","location53","female",0,-7.55897435897437,-1.55200371191698,-0.614477648907116,1.13590421992672,"MSW","Southern_Norway"
"1438",1438,"93/94","winter","location53","male",8,19.4410256410256,1.10353197405862,0.77969973577338,1.13590421992672,"MSW","Northern_reporting_groups"
"1439",1439,"93/94","winter","location53","male",8,8.44102564102563,-0.366474810535862,0.77969973577338,1.13590421992672,"MSW","Northern_reporting_groups"
"1440",1440,"93/94","winter","location53","female",2,-6.55897435897437,-0.298767872826227,-0.614477648907116,-1.41051842694197,"MSW","Northern_reporting_groups"
"1441",1441,"93/94","winter","location53","female",14,-6.55897435897437,-1.14060058966362,-0.614477648907116,-0.137307103507625,"MSW","Northern_reporting_groups"
"1442",1442,"93/94","winter","location53","female",7,10.4410256410256,-1.36553847218624,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"1443",1443,"93/94","winter","location53","female",1,-4.55897435897437,-1.45559963177463,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"1445",1445,"93/94","winter","location53","female",12,-5.55897435897437,-0.72465500103188,0.77969973577338,-0.137307103507625,"MSW","Southern_Norway"
"1447",1447,"93/94","winter","location53","male",2,-6.55897435897437,-1.26086240635468,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"1448",1448,"93/94","winter","location53","female",37,12.4410256410256,-0.908987469327085,0.77969973577338,-0.137307103507625,"MSW","Northern_reporting_groups"
"1449",1449,"93/94","winter","location53","male",6,-6.55897435897437,-1.26086240635468,-0.614477648907116,-1.41051842694197,"MSW","Northern_reporting_groups"
"1450",1450,"93/94","winter","location53","female",2,10.4410256410256,-0.237986348277032,0.77969973577338,1.13590421992672,"MSW","Northern_reporting_groups"
"1451",1451,"93/94","winter","location55","female",1,-2.55897435897437,0.999375019821177,0.77969973577338,-1.41051842694197,"MSW","England_Ireland"
"1452",1452,"93/94","winter","location55","male",0,-5.55897435897437,-0.378900303984012,-2.00865503358761,1.13590421992672,"MSW","Southern_Norway"
"1453",1453,"93/94","winter","location55","female",6,-1.55897435897437,-0.323924863221444,0.77969973577338,-0.137307103507625,"MSW","Northern_reporting_groups"
"1454",1454,"93/94","winter","location55","female",1,-2.55897435897437,-0.731141072822767,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"1455",1455,"93/94","winter","location55","female",1,-16.5589743589744,-1.83488987398654,-2.00865503358761,-1.41051842694197,"MSW","Northern_reporting_groups"
"1456",1456,"93/94","winter","location55","female",0,11.4410256410256,1.32456617849424,-0.614477648907116,-0.137307103507625,"MSW","Southern_Norway"
"1457",1457,"93/94","winter","location55","female",0,-4.55897435897437,0.86523226987172,-2.00865503358761,-0.137307103507625,"MSW","Southern_Norway"
"1458",1458,"93/94","winter","location55","female",8,-4.55897435897437,-1.56611543661493,0.77969973577338,-1.41051842694197,"MSW","Southern_Norway"
"1459",1459,"93/94","winter","location55","female",2,-5.55897435897437,-1.41616439512761,-2.00865503358761,-1.41051842694197,"MSW","Southern_Norway"
"1460",1460,"93/94","winter","location55","female",5,9.44102564102563,0.546115746249554,-0.614477648907116,-0.137307103507625,"MSW","Southern_Norway"
"1461",1461,"93/94","winter","location55","female",6,9.44102564102563,1.06493551211966,-0.614477648907116,1.13590421992672,"MSW","Northern_reporting_groups"
"1462",1462,"93/94","winter","location55","female",78,-8.55897435897437,0.11629817535658,0.77969973577338,-1.41051842694197,"MSW","Southern_Norway"
"1463",1463,"93/94","winter","location55","male",10,13.4410256410256,1.0155337644545,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"1464",1464,"93/94","winter","location55","female",4,-6.55897435897437,-0.90007695628151,0.77969973577338,-0.137307103507625,"MSW","Southern_Norway"
"1465",1465,"93/94","winter","location55","female",2,-0.0424242424242442,-0.0414145974581481,0.77969973577338,-0.137307103507625,"1SW","Southern_Norway"
"1466",1466,"93/94","winter","location55","female",1,7.44102564102563,1.01409029271781,-0.614477648907116,-1.41051842694197,"MSW","Southern_Norway"
"1467",1467,"93/94","winter","location55","female",10,-1.55897435897437,-0.812811418777389,0.77969973577338,-0.137307103507625,"MSW","Southern_Norway"
"1468",1468,"93/94","winter","location55","female",1,16.4410256410256,0.70668692170398,0.77969973577338,1.13590421992672,"MSW","Northern_reporting_groups"
"1469",1469,"93/94","winter","location55","female",29,-3.55897435897437,-0.862661090301522,-0.614477648907116,-0.137307103507625,"MSW","Southern_Norway"
"1470",1470,"93/94","winter","location55","female",1,13.4410256410256,1.0155337644545,0.77969973577338,-1.41051842694197,"MSW","Northern_reporting_groups"
"1471",1471,"93/94","winter","location55","female",0,-0.0424242424242442,-1.09326722157823,-2.00865503358761,-1.41051842694197,"1SW","England_Ireland"
"1472",1472,"93/94","winter","location55","male",0,7.44102564102563,-0.308232923213912,0.77969973577338,-0.137307103507625,"MSW","Northern_reporting_groups"
"1473",1473,"93/94","winter","location55","female",8,9.44102564102563,1.32434539505471,0.77969973577338,1.13590421992672,"MSW","Northern_reporting_groups"
"1474",1474,"93/94","winter","location55","male",3,18.4410256410256,0.423995300761584,0.77969973577338,1.13590421992672,"MSW","Northern_reporting_groups"
"1475",1475,"93/94","winter","location55","female",132,-8.55897435897437,-1.85152649540054,0.77969973577338,1.13590421992672,"MSW","Northern_reporting_groups"
"1476",1476,"93/94","winter","location55","female",1,10.4410256410256,0.137864359692699,0.77969973577338,-0.137307103507625,"MSW","Northern_reporting_groups"
"1477",1477,"93/94","winter","location55","female",2,7.44102564102563,0.735706457784811,0.77969973577338,1.13590421992672,"MSW","Northern_reporting_groups"
"1478",1478,"93/94","winter","location55","female",1,15.4410256410256,0.191019552679595,-0.614477648907116,-1.41051842694197,"MSW","Southern_Norway"
"1479",1479,"93/94","winter","location55","female",7,-11.5589743589744,-1.44642797694307,-0.614477648907116,-1.41051842694197,"MSW","Southern_Norway"
"1480",1480,"93/94","winter","location55","female",1,-5.55897435897437,-1.76191909217548,0.77969973577338,1.13590421992672,"MSW","Northern_reporting_groups"
"1481",1481,"93/94","winter","location55","female",7,-7.55897435897437,0.0301371712107994,-0.614477648907116,-1.41051842694197,"MSW","Southern_Norway"
"1482",1482,"93/94","winter","location55","female",4,-6.55897435897437,-0.779815139590454,0.77969973577338,-0.137307103507625,"MSW","Southern_Norway"
"1483",1483,"93/94","winter","location55","male",9,1.44102564102563,-1.14880131874731,0.77969973577338,1.13590421992672,"MSW","Northern_reporting_groups"
"1484",1484,"93/94","winter","location55","female",3,-1.55897435897437,0.243183541223413,0.77969973577338,-1.41051842694197,"MSW","Southern_Norway"
"1485",1485,"93/94","winter","location55","female",1,-4.55897435897437,-0.903020607573118,-0.614477648907116,-1.41051842694197,"MSW","England_Ireland"
"1486",1486,"93/94","winter","location56","female",0,15.4410256410256,-0.0738477826654599,0.77969973577338,-0.137307103507625,"MSW","Southern_Norway"
"1487",1487,"93/94","winter","location56","male",5,-3.55897435897437,-0.968697081337988,0.77969973577338,-0.137307103507625,"MSW","Northern_reporting_groups"
"1488",1488,"93/94","winter","location56","female",0,-2.04242424242424,-0.603440099567718,-0.614477648907116,-1.41051842694197,"1SW","Southern_Norway"
"1489",1489,"93/94","winter","location56","female",0,8.44102564102563,-0.23213797967886,-0.614477648907116,1.13590421992672,"MSW","Southern_Norway"
"1490",1490,"93/94","winter","location56","female",22,-4.55897435897437,-0.23992577853128,-0.614477648907116,-0.137307103507625,"MSW","Southern_Norway"
"1491",1491,"93/94","winter","location56","female",28,-5.55897435897437,0.427860655794362,0.77969973577338,-0.137307103507625,"MSW","Southern_Norway"
"1492",1492,"93/94","winter","location56","female",1,-7.55897435897437,-1.85336388013179,0.77969973577338,-0.137307103507625,"MSW","Northern_reporting_groups"
"1493",1493,"93/94","winter","location56","female",1,16.4410256410256,0.450272151116834,0.77969973577338,-0.137307103507625,"MSW","Southern_Norway"
"1494",1494,"93/94","winter","location56","female",0,27.4410256410256,0.312602942618389,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"1495",1495,"93/94","winter","location56","female",1,-8.55897435897437,-0.933208315713906,0.77969973577338,-0.137307103507625,"MSW","Northern_reporting_groups"
"1496",1496,"93/94","winter","location56","female",18,-7.55897435897437,-1.09996345959477,0.77969973577338,-0.137307103507625,"MSW","Southern_Norway"
"1497",1497,"93/94","winter","location56","male",5,7.44102564102563,-0.0994450470141819,0.77969973577338,-1.41051842694197,"MSW","Southern_Norway"
"1498",1498,"93/94","winter","location56","male",2,-12.5589743589744,-1.46078006012651,-0.614477648907116,-0.137307103507625,"MSW","Southern_Norway"
"1499",1499,"93/94","winter","location56","female",8,-5.55897435897437,-1.64666752649285,0.77969973577338,-0.137307103507625,"MSW","Northern_reporting_groups"
"1500",1500,"93/94","winter","location56","female",3,-3.55897435897437,-1.71094901859325,0.77969973577338,-1.41051842694197,"MSW","Southern_Norway"
"1501",1501,"93/94","winter","location56","female",5,16.4410256410256,0.70668692170398,0.77969973577338,-0.137307103507625,"MSW","Southern_Norway"
"1502",1502,"93/94","winter","location56","female",2,16.4410256410256,0.450272151116834,0.77969973577338,-0.137307103507625,"MSW","England_Ireland"
"1503",1503,"93/94","winter","location56","male",59,-10.5589743589744,-0.581021891441868,-0.614477648907116,1.13590421992672,"MSW","Northern_reporting_groups"
"1505",1505,"93/94","winter","location56","female",7,-14.5589743589744,0.898997999644301,-2.00865503358761,-0.137307103507625,"MSW","Northern_reporting_groups"
"1506",1506,"93/94","winter","location56","female",7,-9.55897435897437,-1.171775343667,0.77969973577338,-1.41051842694197,"MSW","Southern_Norway"
"1507",1507,"93/94","winter","location56","male",15,-14.5589743589744,-0.831801701818891,-0.614477648907116,-1.41051842694197,"MSW","Southern_Norway"
"1508",1508,"93/94","winter","location56","female",0,7.44102564102563,1.08368625145108,0.77969973577338,1.13590421992672,"MSW","Northern_reporting_groups"
"1509",1509,"93/94","winter","location39","female",0,11.4410256410256,-1.33877338278116,-0.614477648907116,-0.137307103507625,"MSW","Southern_Norway"
"1510",1510,"93/94","winter","location39","female",2,-7.55897435897437,-1.72779714337562,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"1511",1511,"93/94","winter","location39","female",12,17.4410256410256,0.687813863006657,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"1512",1512,"93/94","winter","location39","female",3,-8.55897435897437,-1.06439662709771,0.77969973577338,-0.137307103507625,"MSW","Northern_reporting_groups"
"1514",1514,"93/94","winter","location39","male",2,-16.5589743589744,-2.5987751170427,0.77969973577338,-0.137307103507625,"MSW","Southern_Norway"
"1515",1515,"93/94","winter","location39","female",2,16.4410256410256,-0.0625573900574558,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"1516",1516,"93/94","winter","location39","female",1,-1.55897435897437,-1.30169797433333,0.77969973577338,-1.41051842694197,"MSW","Southern_Norway"
"1517",1517,"93/94","winter","location39","female",0,0.441025641025632,-1.33983222437721,-0.614477648907116,1.13590421992672,"MSW","Southern_Norway"
"1518",1518,"93/94","winter","location39","male",19,33.4410256410256,-0.78189329269631,0.77969973577338,1.13590421992672,"MSW","Northern_reporting_groups"
"1519",1519,"93/94","winter","location39","female",7,18.4410256410256,0.90511270125764,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"1520",1520,"93/94","winter","location39","male",0,-8.55897435897437,-0.670831692946288,0.77969973577338,-1.41051842694197,"MSW","Southern_Norway"
"1521",1521,"93/94","winter","location39","female",3,-7.55897435897437,-1.72779714337562,0.77969973577338,-0.137307103507625,"MSW","Northern_reporting_groups"
"1522",1522,"93/94","winter","location39","female",0,2.44102564102563,-0.91125407863133,-2.00865503358761,-1.41051842694197,"MSW","England_Ireland"
"1523",1523,"93/94","winter","location39","female",1,14.4410256410256,0.729560979407796,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"1524",1524,"93/94","winter","location39","male",3,15.4410256410256,-1.39818445939067,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"1525",1525,"93/94","winter","location39","female",12,11.4410256410256,-0.612408047887874,0.77969973577338,-0.137307103507625,"MSW","Southern_Norway"
"1527",1527,"93/94","winter","location39","female",1,-5.55897435897437,0.0821059587464787,-2.00865503358761,-1.41051842694197,"MSW","England_Ireland"
"1528",1528,"93/94","winter","location39","male",10,-6.55897435897437,-1.26086240635468,0.77969973577338,1.13590421992672,"MSW","Northern_reporting_groups"
"1529",1529,"93/94","winter","location39","female",14,13.4410256410256,0.166772383281017,0.77969973577338,-0.137307103507625,"MSW","Southern_Norway"
"1530",1530,"93/94","winter","location39","male",25,17.4410256410256,1.18445000245834,-0.614477648907116,1.13590421992672,"MSW","Southern_Norway"
"1531",1531,"93/94","winter","location39","female",2,-0.558974358974368,-1.64706475918639,-0.614477648907116,-0.137307103507625,"MSW","Northern_reporting_groups"
"1533",1533,"93/94","winter","location39","female",7,-8.55897435897437,-0.277266758794901,-2.00865503358761,-1.41051842694197,"MSW","Southern_Norway"
"1534",1534,"93/94","winter","location39","female",7,-4.55897435897437,-1.34508382693432,-0.614477648907116,-1.41051842694197,"MSW","Southern_Norway"
"1535",1535,"93/94","winter","location39","female",6,-12.5589743589744,0.112775051759826,0.77969973577338,1.13590421992672,"MSW","Northern_reporting_groups"
"1536",1536,"93/94","winter","location39","female",0,0.441025641025632,-0.364003809453524,0.77969973577338,1.13590421992672,"MSW","England_Ireland"
"1537",1537,"93/94","winter","location39","male",23,-8.55897435897437,-0.670831692946288,0.77969973577338,1.13590421992672,"MSW","Northern_reporting_groups"
"1538",1538,"93/94","winter","location39","female",24,1.95757575757576,-0.913773010323709,-0.614477648907116,-0.137307103507625,"1SW","England_Ireland"
"1540",1540,"93/94","winter","location39","female",1,-8.55897435897437,0.378674798124161,-2.00865503358761,-0.137307103507625,"MSW","Southern_Norway"
"1541",1541,"93/94","winter","location39","female",3,12.4410256410256,1.8996332643528,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
